"xx.Token","Exchange","Type","Symbol","Expiry","Strike","OpType","Token","Blank","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
102049660,"NSE","OPTIDX","BANKNIFTY","27-OCT-26",63500,"PE",49660,NA,"#RTD(""greekserver.rtdfunctions"",,""102049660 5 102"")","#RTD(""greekserver.rtdfunctions"",,""102049660 41 102"")","#RTD(""greekserver.rtdfunctions"",,""102049660 4 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049660 7 102"")","#RTD(""greekserver.rtdfunctions"",,""102049660 42 102"")","#RTD(""greekserver.rtdfunctions"",,""102049660 6 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049660 8 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049660 12 102"")","#RTD(""greekserver.rtdfunctions"",,""102049660 24 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049660 25 102"")","#RTD(""greekserver.rtdfunctions"",,""102049660 26 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049660 27 102"")","#RTD(""greekserver.rtdfunctions"",,""102049660 13 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049660 14 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049660 15 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049660 16 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049660 10 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049660 11 102"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""102049660 20 102""))","#RTD(""greekserver.rtdfunctions"",,""102049660 18 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049660 17 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049660 40 102"")","#RTD(""greekserver.rtdfunctions"",,""102049660 34 102"")/100"
102049661,"NSE","OPTIDX","BANKNIFTY","27-OCT-26",63600,"CE",49661,NA,"#RTD(""greekserver.rtdfunctions"",,""102049661 5 102"")","#RTD(""greekserver.rtdfunctions"",,""102049661 41 102"")","#RTD(""greekserver.rtdfunctions"",,""102049661 4 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049661 7 102"")","#RTD(""greekserver.rtdfunctions"",,""102049661 42 102"")","#RTD(""greekserver.rtdfunctions"",,""102049661 6 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049661 8 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049661 12 102"")","#RTD(""greekserver.rtdfunctions"",,""102049661 24 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049661 25 102"")","#RTD(""greekserver.rtdfunctions"",,""102049661 26 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049661 27 102"")","#RTD(""greekserver.rtdfunctions"",,""102049661 13 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049661 14 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049661 15 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049661 16 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049661 10 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049661 11 102"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""102049661 20 102""))","#RTD(""greekserver.rtdfunctions"",,""102049661 18 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049661 17 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049661 40 102"")","#RTD(""greekserver.rtdfunctions"",,""102049661 34 102"")/100"
102049662,"NSE","OPTIDX","BANKNIFTY","27-OCT-26",63600,"PE",49662,NA,"#RTD(""greekserver.rtdfunctions"",,""102049662 5 102"")","#RTD(""greekserver.rtdfunctions"",,""102049662 41 102"")","#RTD(""greekserver.rtdfunctions"",,""102049662 4 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049662 7 102"")","#RTD(""greekserver.rtdfunctions"",,""102049662 42 102"")","#RTD(""greekserver.rtdfunctions"",,""102049662 6 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049662 8 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049662 12 102"")","#RTD(""greekserver.rtdfunctions"",,""102049662 24 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049662 25 102"")","#RTD(""greekserver.rtdfunctions"",,""102049662 26 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049662 27 102"")","#RTD(""greekserver.rtdfunctions"",,""102049662 13 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049662 14 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049662 15 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049662 16 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049662 10 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049662 11 102"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""102049662 20 102""))","#RTD(""greekserver.rtdfunctions"",,""102049662 18 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049662 17 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049662 40 102"")","#RTD(""greekserver.rtdfunctions"",,""102049662 34 102"")/100"
102049663,"NSE","OPTIDX","BANKNIFTY","27-OCT-26",63700,"CE",49663,NA,"#RTD(""greekserver.rtdfunctions"",,""102049663 5 102"")","#RTD(""greekserver.rtdfunctions"",,""102049663 41 102"")","#RTD(""greekserver.rtdfunctions"",,""102049663 4 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049663 7 102"")","#RTD(""greekserver.rtdfunctions"",,""102049663 42 102"")","#RTD(""greekserver.rtdfunctions"",,""102049663 6 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049663 8 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049663 12 102"")","#RTD(""greekserver.rtdfunctions"",,""102049663 24 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049663 25 102"")","#RTD(""greekserver.rtdfunctions"",,""102049663 26 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049663 27 102"")","#RTD(""greekserver.rtdfunctions"",,""102049663 13 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049663 14 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049663 15 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049663 16 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049663 10 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049663 11 102"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""102049663 20 102""))","#RTD(""greekserver.rtdfunctions"",,""102049663 18 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049663 17 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049663 40 102"")","#RTD(""greekserver.rtdfunctions"",,""102049663 34 102"")/100"
102049664,"NSE","OPTIDX","BANKNIFTY","27-OCT-26",63700,"PE",49664,NA,"#RTD(""greekserver.rtdfunctions"",,""102049664 5 102"")","#RTD(""greekserver.rtdfunctions"",,""102049664 41 102"")","#RTD(""greekserver.rtdfunctions"",,""102049664 4 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049664 7 102"")","#RTD(""greekserver.rtdfunctions"",,""102049664 42 102"")","#RTD(""greekserver.rtdfunctions"",,""102049664 6 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049664 8 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049664 12 102"")","#RTD(""greekserver.rtdfunctions"",,""102049664 24 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049664 25 102"")","#RTD(""greekserver.rtdfunctions"",,""102049664 26 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049664 27 102"")","#RTD(""greekserver.rtdfunctions"",,""102049664 13 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049664 14 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049664 15 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049664 16 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049664 10 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049664 11 102"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""102049664 20 102""))","#RTD(""greekserver.rtdfunctions"",,""102049664 18 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049664 17 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049664 40 102"")","#RTD(""greekserver.rtdfunctions"",,""102049664 34 102"")/100"
102049665,"NSE","OPTIDX","BANKNIFTY","27-OCT-26",63800,"CE",49665,NA,"#RTD(""greekserver.rtdfunctions"",,""102049665 5 102"")","#RTD(""greekserver.rtdfunctions"",,""102049665 41 102"")","#RTD(""greekserver.rtdfunctions"",,""102049665 4 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049665 7 102"")","#RTD(""greekserver.rtdfunctions"",,""102049665 42 102"")","#RTD(""greekserver.rtdfunctions"",,""102049665 6 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049665 8 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049665 12 102"")","#RTD(""greekserver.rtdfunctions"",,""102049665 24 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049665 25 102"")","#RTD(""greekserver.rtdfunctions"",,""102049665 26 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049665 27 102"")","#RTD(""greekserver.rtdfunctions"",,""102049665 13 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049665 14 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049665 15 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049665 16 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049665 10 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049665 11 102"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""102049665 20 102""))","#RTD(""greekserver.rtdfunctions"",,""102049665 18 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049665 17 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049665 40 102"")","#RTD(""greekserver.rtdfunctions"",,""102049665 34 102"")/100"
102049666,"NSE","OPTIDX","NIFTYFPI","27-OCT-26",1645,"PE",49666,NA,"#RTD(""greekserver.rtdfunctions"",,""102049666 5 102"")","#RTD(""greekserver.rtdfunctions"",,""102049666 41 102"")","#RTD(""greekserver.rtdfunctions"",,""102049666 4 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049666 7 102"")","#RTD(""greekserver.rtdfunctions"",,""102049666 42 102"")","#RTD(""greekserver.rtdfunctions"",,""102049666 6 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049666 8 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049666 12 102"")","#RTD(""greekserver.rtdfunctions"",,""102049666 24 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049666 25 102"")","#RTD(""greekserver.rtdfunctions"",,""102049666 26 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049666 27 102"")","#RTD(""greekserver.rtdfunctions"",,""102049666 13 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049666 14 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049666 15 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049666 16 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049666 10 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049666 11 102"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""102049666 20 102""))","#RTD(""greekserver.rtdfunctions"",,""102049666 18 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049666 17 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049666 40 102"")","#RTD(""greekserver.rtdfunctions"",,""102049666 34 102"")/100"
102049667,"NSE","OPTIDX","BANKNIFTY","27-OCT-26",63800,"PE",49667,NA,"#RTD(""greekserver.rtdfunctions"",,""102049667 5 102"")","#RTD(""greekserver.rtdfunctions"",,""102049667 41 102"")","#RTD(""greekserver.rtdfunctions"",,""102049667 4 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049667 7 102"")","#RTD(""greekserver.rtdfunctions"",,""102049667 42 102"")","#RTD(""greekserver.rtdfunctions"",,""102049667 6 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049667 8 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049667 12 102"")","#RTD(""greekserver.rtdfunctions"",,""102049667 24 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049667 25 102"")","#RTD(""greekserver.rtdfunctions"",,""102049667 26 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049667 27 102"")","#RTD(""greekserver.rtdfunctions"",,""102049667 13 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049667 14 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049667 15 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049667 16 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049667 10 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049667 11 102"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""102049667 20 102""))","#RTD(""greekserver.rtdfunctions"",,""102049667 18 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049667 17 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049667 40 102"")","#RTD(""greekserver.rtdfunctions"",,""102049667 34 102"")/100"
102049668,"NSE","OPTIDX","BANKNIFTY","27-OCT-26",63900,"CE",49668,NA,"#RTD(""greekserver.rtdfunctions"",,""102049668 5 102"")","#RTD(""greekserver.rtdfunctions"",,""102049668 41 102"")","#RTD(""greekserver.rtdfunctions"",,""102049668 4 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049668 7 102"")","#RTD(""greekserver.rtdfunctions"",,""102049668 42 102"")","#RTD(""greekserver.rtdfunctions"",,""102049668 6 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049668 8 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049668 12 102"")","#RTD(""greekserver.rtdfunctions"",,""102049668 24 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049668 25 102"")","#RTD(""greekserver.rtdfunctions"",,""102049668 26 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049668 27 102"")","#RTD(""greekserver.rtdfunctions"",,""102049668 13 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049668 14 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049668 15 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049668 16 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049668 10 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049668 11 102"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""102049668 20 102""))","#RTD(""greekserver.rtdfunctions"",,""102049668 18 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049668 17 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049668 40 102"")","#RTD(""greekserver.rtdfunctions"",,""102049668 34 102"")/100"
102049669,"NSE","OPTIDX","NIFTYFPI","27-OCT-26",1650,"CE",49669,NA,"#RTD(""greekserver.rtdfunctions"",,""102049669 5 102"")","#RTD(""greekserver.rtdfunctions"",,""102049669 41 102"")","#RTD(""greekserver.rtdfunctions"",,""102049669 4 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049669 7 102"")","#RTD(""greekserver.rtdfunctions"",,""102049669 42 102"")","#RTD(""greekserver.rtdfunctions"",,""102049669 6 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049669 8 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049669 12 102"")","#RTD(""greekserver.rtdfunctions"",,""102049669 24 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049669 25 102"")","#RTD(""greekserver.rtdfunctions"",,""102049669 26 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049669 27 102"")","#RTD(""greekserver.rtdfunctions"",,""102049669 13 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049669 14 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049669 15 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049669 16 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049669 10 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049669 11 102"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""102049669 20 102""))","#RTD(""greekserver.rtdfunctions"",,""102049669 18 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049669 17 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049669 40 102"")","#RTD(""greekserver.rtdfunctions"",,""102049669 34 102"")/100"
102049670,"NSE","OPTIDX","NIFTYFPI","27-OCT-26",1650,"PE",49670,NA,"#RTD(""greekserver.rtdfunctions"",,""102049670 5 102"")","#RTD(""greekserver.rtdfunctions"",,""102049670 41 102"")","#RTD(""greekserver.rtdfunctions"",,""102049670 4 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049670 7 102"")","#RTD(""greekserver.rtdfunctions"",,""102049670 42 102"")","#RTD(""greekserver.rtdfunctions"",,""102049670 6 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049670 8 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049670 12 102"")","#RTD(""greekserver.rtdfunctions"",,""102049670 24 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049670 25 102"")","#RTD(""greekserver.rtdfunctions"",,""102049670 26 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049670 27 102"")","#RTD(""greekserver.rtdfunctions"",,""102049670 13 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049670 14 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049670 15 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049670 16 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049670 10 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049670 11 102"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""102049670 20 102""))","#RTD(""greekserver.rtdfunctions"",,""102049670 18 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049670 17 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049670 40 102"")","#RTD(""greekserver.rtdfunctions"",,""102049670 34 102"")/100"
102049671,"NSE","OPTIDX","NIFTYFPI","27-OCT-26",1655,"CE",49671,NA,"#RTD(""greekserver.rtdfunctions"",,""102049671 5 102"")","#RTD(""greekserver.rtdfunctions"",,""102049671 41 102"")","#RTD(""greekserver.rtdfunctions"",,""102049671 4 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049671 7 102"")","#RTD(""greekserver.rtdfunctions"",,""102049671 42 102"")","#RTD(""greekserver.rtdfunctions"",,""102049671 6 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049671 8 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049671 12 102"")","#RTD(""greekserver.rtdfunctions"",,""102049671 24 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049671 25 102"")","#RTD(""greekserver.rtdfunctions"",,""102049671 26 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049671 27 102"")","#RTD(""greekserver.rtdfunctions"",,""102049671 13 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049671 14 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049671 15 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049671 16 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049671 10 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049671 11 102"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""102049671 20 102""))","#RTD(""greekserver.rtdfunctions"",,""102049671 18 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049671 17 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049671 40 102"")","#RTD(""greekserver.rtdfunctions"",,""102049671 34 102"")/100"
102049676,"NSE","OPTIDX","BANKNIFTY","27-OCT-26",63900,"PE",49676,NA,"#RTD(""greekserver.rtdfunctions"",,""102049676 5 102"")","#RTD(""greekserver.rtdfunctions"",,""102049676 41 102"")","#RTD(""greekserver.rtdfunctions"",,""102049676 4 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049676 7 102"")","#RTD(""greekserver.rtdfunctions"",,""102049676 42 102"")","#RTD(""greekserver.rtdfunctions"",,""102049676 6 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049676 8 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049676 12 102"")","#RTD(""greekserver.rtdfunctions"",,""102049676 24 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049676 25 102"")","#RTD(""greekserver.rtdfunctions"",,""102049676 26 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049676 27 102"")","#RTD(""greekserver.rtdfunctions"",,""102049676 13 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049676 14 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049676 15 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049676 16 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049676 10 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049676 11 102"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""102049676 20 102""))","#RTD(""greekserver.rtdfunctions"",,""102049676 18 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049676 17 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049676 40 102"")","#RTD(""greekserver.rtdfunctions"",,""102049676 34 102"")/100"
102049677,"NSE","OPTIDX","BANKNIFTY","27-OCT-26",64000,"CE",49677,NA,"#RTD(""greekserver.rtdfunctions"",,""102049677 5 102"")","#RTD(""greekserver.rtdfunctions"",,""102049677 41 102"")","#RTD(""greekserver.rtdfunctions"",,""102049677 4 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049677 7 102"")","#RTD(""greekserver.rtdfunctions"",,""102049677 42 102"")","#RTD(""greekserver.rtdfunctions"",,""102049677 6 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049677 8 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049677 12 102"")","#RTD(""greekserver.rtdfunctions"",,""102049677 24 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049677 25 102"")","#RTD(""greekserver.rtdfunctions"",,""102049677 26 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049677 27 102"")","#RTD(""greekserver.rtdfunctions"",,""102049677 13 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049677 14 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049677 15 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049677 16 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049677 10 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049677 11 102"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""102049677 20 102""))","#RTD(""greekserver.rtdfunctions"",,""102049677 18 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049677 17 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049677 40 102"")","#RTD(""greekserver.rtdfunctions"",,""102049677 34 102"")/100"
102049678,"NSE","OPTIDX","BANKNIFTY","27-OCT-26",64000,"PE",49678,NA,"#RTD(""greekserver.rtdfunctions"",,""102049678 5 102"")","#RTD(""greekserver.rtdfunctions"",,""102049678 41 102"")","#RTD(""greekserver.rtdfunctions"",,""102049678 4 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049678 7 102"")","#RTD(""greekserver.rtdfunctions"",,""102049678 42 102"")","#RTD(""greekserver.rtdfunctions"",,""102049678 6 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049678 8 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049678 12 102"")","#RTD(""greekserver.rtdfunctions"",,""102049678 24 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049678 25 102"")","#RTD(""greekserver.rtdfunctions"",,""102049678 26 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049678 27 102"")","#RTD(""greekserver.rtdfunctions"",,""102049678 13 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049678 14 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049678 15 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049678 16 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049678 10 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049678 11 102"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""102049678 20 102""))","#RTD(""greekserver.rtdfunctions"",,""102049678 18 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049678 17 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049678 40 102"")","#RTD(""greekserver.rtdfunctions"",,""102049678 34 102"")/100"
102049679,"NSE","OPTIDX","BANKNIFTY","27-OCT-26",64100,"CE",49679,NA,"#RTD(""greekserver.rtdfunctions"",,""102049679 5 102"")","#RTD(""greekserver.rtdfunctions"",,""102049679 41 102"")","#RTD(""greekserver.rtdfunctions"",,""102049679 4 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049679 7 102"")","#RTD(""greekserver.rtdfunctions"",,""102049679 42 102"")","#RTD(""greekserver.rtdfunctions"",,""102049679 6 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049679 8 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049679 12 102"")","#RTD(""greekserver.rtdfunctions"",,""102049679 24 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049679 25 102"")","#RTD(""greekserver.rtdfunctions"",,""102049679 26 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049679 27 102"")","#RTD(""greekserver.rtdfunctions"",,""102049679 13 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049679 14 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049679 15 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049679 16 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049679 10 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049679 11 102"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""102049679 20 102""))","#RTD(""greekserver.rtdfunctions"",,""102049679 18 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049679 17 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049679 40 102"")","#RTD(""greekserver.rtdfunctions"",,""102049679 34 102"")/100"
102049680,"NSE","OPTIDX","BANKNIFTY","27-OCT-26",64100,"PE",49680,NA,"#RTD(""greekserver.rtdfunctions"",,""102049680 5 102"")","#RTD(""greekserver.rtdfunctions"",,""102049680 41 102"")","#RTD(""greekserver.rtdfunctions"",,""102049680 4 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049680 7 102"")","#RTD(""greekserver.rtdfunctions"",,""102049680 42 102"")","#RTD(""greekserver.rtdfunctions"",,""102049680 6 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049680 8 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049680 12 102"")","#RTD(""greekserver.rtdfunctions"",,""102049680 24 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049680 25 102"")","#RTD(""greekserver.rtdfunctions"",,""102049680 26 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049680 27 102"")","#RTD(""greekserver.rtdfunctions"",,""102049680 13 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049680 14 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049680 15 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049680 16 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049680 10 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049680 11 102"")","#nseltodate(RTD(""greekserver.rtdfunctions"",,""102049680 20 102""))","#RTD(""greekserver.rtdfunctions"",,""102049680 18 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049680 17 102"")/100","#RTD(""greekserver.rtdfunctions"",,""102049680 40 102"")","#RTD(""greekserver.rtdfunctions"",,""102049680 34 102"")/100"
